name,layer_type,batch_input_shape,batch_output_shape,connected_to,params,filters,kernel_size,activation,padding,strides,pool_size,units,dtype,trainable,use_bias,axis,scale,moving_mean_initializer,bias_regularizer,moving_variance_initializer,gamma_constraint,bias_initializer,beta_regularizer,activity_regularizer,momentum,gamma_initializer,kernel_initializer,kernel_constraint,epsilon,beta_initializer,beta_constraint,center,bias_constraint,data_format,dilation_rate,kernel_regularizer,sparse,gamma_regularizer
activation_29,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_33,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_34,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",activation_29,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_34,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_34,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_30,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_34,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_15,Add,"[(None, 2, 2, 512), (None, 2, 2, 512)]","(None, 2, 2, 512)",add_14/activation_30,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_35,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",add_15,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_35,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_35,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_31,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_35,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
conv2d_36,Conv2D,"(None, 2, 2, 512)","(None, 2, 2, 512)",activation_31,2359808,512,"(3, 3)",linear,same,"(1, 1)",,,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,channels_last,"(1, 1)","{'class_name': 'L1L2', 'config': {'l2': 9.999999747378752e-05, 'l1': 0.0}}",,
batch_normalization_36,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",conv2d_36,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_32,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_36,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
add_16,Add,"[(None, 2, 2, 512), (None, 2, 2, 512)]","(None, 2, 2, 512)",add_15/activation_32,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
batch_normalization_37,BatchNormalization,"(None, 2, 2, 512)","(None, 2, 2, 512)",add_16,2048,,,,,,,,,True,,3,True,"{'class_name': 'Zeros', 'config': {}}",,"{'class_name': 'Ones', 'config': {}}",,,,,0.99,"{'class_name': 'Ones', 'config': {}}",,,0.001,"{'class_name': 'Zeros', 'config': {}}",,True,,,,,,
activation_33,Activation,"(None, 2, 2, 512)","(None, 2, 2, 512)",batch_normalization_37,0,,,relu,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
global_average_pooling2d_1,GlobalAveragePooling2D,"(None, 2, 2, 512)","(None, 512)",activation_33,0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,channels_last,,,,
dense_1,Dense,"(None, 512)","(None, 10)",global_average_pooling2d_1,5130,,,softmax,,,,10,,True,True,,,,,,,"{'class_name': 'Zeros', 'config': {}}",,,,,"{'class_name': 'VarianceScaling', 'config': {'distribution': 'normal', 'scale': 2.0, 'seed': None, 'mode': 'fan_in'}}",,,,,,,,,,,
